Chromosome	Start	Final	Density
chr16	1	1001	0.053571429
chr16	487001	488001	0.053571429
chr17	1001	2001	0.053571429
chr17	86001	87001	0.053571429
chr17	229001	230001	0.053571429
chr17	388001	389001	0.053571429
chr17	394001	395001	0.053571429
chr17	598001	599001	0.053571429
chr18	36001	37001	0.053571429
chr18	40001	41001	0.053571429
chr18	96001	97001	0.053571429
chr18	536001	537001	0.053571429
chr18	550001	551001	0.053571429
chr18	553001	554001	0.053571429
chr19	164001	165001	0.053571429
chr19	210001	211001	0.053571429
chr19	296001	297001	0.053571429
chr19	555001	556001	0.053571429
chr20	92001	93001	0.053571429
chr20	429001	430001	0.053571429
chr20	458001	459001	0.053571429
chr20	792001	793001	0.053571429
chr20	946001	947001	0.053571429
chr20	949001	950001	0.053571429
chr20	952001	953001	0.053571429
chr20	1061001	1062001	0.053571429
chr20	1210001	1211001	0.053571429
chr20	1263001	1264001	0.053571429
chr20	1264001	1265001	0.053571429
chr20	2489001	2490001	0.053571429
chr20	3060001	3061001	0.053571429
chr20	3061001	3062001	0.053571429
chr20	3133001	3134001	0.053571429
chr21	285001	286001	0.053571429
chr21	418001	419001	0.053571429
chr21	547001	548001	0.053571429
chr21	591001	592001	0.053571429
chr22	136001	137001	0.053571429
chr22	168001	169001	0.053571429
chr22	318001	319001	0.053571429
chr22	433001	434001	0.053571429
chr22	459001	460001	0.053571429
chr22	483001	484001	0.053571429
chr22	598001	599001	0.053571429
chr22	679001	680001	0.053571429
chr22	682001	683001	0.053571429
chr23	290001	291001	0.053571429
chr23	291001	292001	0.053571429
chr23	324001	325001	0.053571429
chr24	429001	430001	0.053571429
chr24	459001	460001	0.053571429
chr24	467001	468001	0.053571429
chr25	167001	168001	0.053571429
chr25	383001	384001	0.053571429
chr25	576001	577001	0.053571429
chr25	661001	662001	0.053571429
chr26	679001	680001	0.053571429
chr26	717001	718001	0.053571429
chr26	724001	725001	0.053571429
chr26	742001	743001	0.053571429
chr27	343001	344001	0.053571429
chr27	736001	737001	0.053571429
chr27	923001	924001	0.053571429
chr28	443001	444001	0.053571429
chr28	526001	527001	0.053571429
chr28	545001	546001	0.053571429
chr28	634001	635001	0.053571429
chr28	1028001	1029001	0.053571429
chr29	191001	192001	0.053571429
chr29	480001	481001	0.053571429
chr29	590001	591001	0.053571429
chr29	591001	592001	0.053571429
chr29	607001	608001	0.053571429
chr29	647001	648001	0.053571429
chr29	652001	653001	0.053571429
chr29	766001	767001	0.053571429
chr29	922001	923001	0.053571429
chr30	42001	43001	0.053571429
chr30	93001	94001	0.053571429
chr30	104001	105001	0.053571429
chr30	124001	125001	0.053571429
chr30	134001	135001	0.053571429
chr30	169001	170001	0.053571429
chr30	181001	182001	0.053571429
chr30	203001	204001	0.053571429
chr30	218001	219001	0.053571429
chr30	305001	306001	0.053571429
chr30	317001	318001	0.053571429
chr30	344001	345001	0.053571429
chr30	383001	384001	0.053571429
chr30	409001	410001	0.053571429
chr30	414001	415001	0.053571429
chr30	415001	416001	0.053571429
chr30	434001	435001	0.053571429
chr30	450001	451001	0.053571429
chr30	523001	524001	0.053571429
chr30	525001	526001	0.053571429
chr30	550001	551001	0.053571429
chr30	656001	657001	0.053571429
chr30	729001	730001	0.053571429
chr30	852001	853001	0.053571429
chr30	872001	873001	0.053571429
chr30	917001	918001	0.053571429
chr30	971001	972001	0.053571429
chr30	990001	991001	0.053571429
chr30	1029001	1030001	0.053571429
chr30	1045001	1046001	0.053571429
chr30	1146001	1147001	0.053571429
chr30	1173001	1174001	0.053571429
chr30	1177001	1178001	0.053571429
chr30	1216001	1217001	0.053571429
chr30	1226001	1227001	0.053571429
chr30	1378001	1379001	0.053571429
chr31	876001	877001	0.053571429
chr31	1127001	1128001	0.053571429
chr31	1178001	1179001	0.053571429
chr31	1242001	1243001	0.053571429
chr31	1258001	1259001	0.053571429
chr32	635001	636001	0.053571429
chr32	666001	667001	0.053571429
chr32	856001	857001	0.053571429
chr32	868001	869001	0.053571429
chr32	872001	873001	0.053571429
chr32	973001	974001	0.053571429
chr32	1147001	1148001	0.053571429
chr32	1154001	1155001	0.053571429
chr32	1244001	1245001	0.053571429
chr32	1294001	1295001	0.053571429
chr32	1321001	1322001	0.053571429
chr32	1351001	1352001	0.053571429
chr32	1406001	1407001	0.053571429
chr33	254001	255001	0.053571429
chr33	597001	598001	0.053571429
chr33	663001	664001	0.053571429
chr33	784001	785001	0.053571429
chr33	871001	872001	0.053571429
chr33	925001	926001	0.053571429
chr33	1290001	1291001	0.053571429
chr33	1326001	1327001	0.053571429
chr34	11001	12001	0.053571429
chr34	143001	144001	0.053571429
chr34	183001	184001	0.053571429
chr34	192001	193001	0.053571429
chr34	561001	562001	0.053571429
chr34	847001	848001	0.053571429
chr34	1119001	1120001	0.053571429
chr34	1120001	1121001	0.053571429
chr34	1124001	1125001	0.053571429
chr34	1272001	1273001	0.053571429
chr34	1318001	1319001	0.053571429
chr34	1319001	1320001	0.053571429
chr34	1552001	1553001	0.053571429
chr34	1673001	1674001	0.053571429
chr34	1916001	1917001	0.053571429
chr34	1937001	1938001	0.053571429
chr1	57001	58001	0.049107143
chr1	80001	81001	0.049107143
chr1	120001	121001	0.049107143
chr2	59001	60001	0.049107143
chr2	152001	153001	0.049107143
chr2	201001	202001	0.049107143
chr2	206001	207001	0.049107143
chr3	56001	57001	0.049107143
chr4	19001	20001	0.049107143
chr4	64001	65001	0.049107143
chr4	86001	87001	0.049107143
chr4	113001	114001	0.049107143
chr4	117001	118001	0.049107143
chr4	360001	361001	0.049107143
chr4	361001	362001	0.049107143
chr5	95001	96001	0.049107143
chr5	159001	160001	0.049107143
chr5	219001	220001	0.049107143
chr5	262001	263001	0.049107143
chr5	338001	339001	0.049107143
chr5	358001	359001	0.049107143
chr6	411001	412001	0.049107143
chr7	255001	256001	0.049107143
chr7	275001	276001	0.049107143
chr7	540001	541001	0.049107143
chr8	269001	270001	0.049107143
chr8	484001	485001	0.049107143
chr8	613001	614001	0.049107143
chr8	851001	852001	0.049107143
chr8	879001	880001	0.049107143
chr8	904001	905001	0.049107143
chr8	975001	976001	0.049107143
chr8	996001	997001	0.049107143
chr8	1007001	1008001	0.049107143
chr8	1018001	1019001	0.049107143
chr8	1021001	1022001	0.049107143
chr8	1060001	1061001	0.049107143
chr8	1325001	1326001	0.049107143
chr8	1450001	1451001	0.049107143
chr8	1490001	1491001	0.049107143
chr9	201001	202001	0.049107143
chr9	202001	203001	0.049107143
chr9	438001	439001	0.049107143
chr9	501001	502001	0.049107143
chr10	152001	153001	0.049107143
chr10	269001	270001	0.049107143
chr10	308001	309001	0.049107143
chr10	330001	331001	0.049107143
chr10	399001	400001	0.049107143
chr11	499001	500001	0.049107143
chr12	192001	193001	0.049107143
chr12	253001	254001	0.049107143
chr13	188001	189001	0.049107143
chr13	202001	203001	0.049107143
chr13	209001	210001	0.049107143
chr13	241001	242001	0.049107143
chr13	339001	340001	0.049107143
chr13	391001	392001	0.049107143
chr14	228001	229001	0.049107143
chr14	248001	249001	0.049107143
chr14	326001	327001	0.049107143
chr14	362001	363001	0.049107143
chr14	411001	412001	0.049107143
chr15	53001	54001	0.049107143
chr15	82001	83001	0.049107143
chr15	208001	209001	0.049107143
chr15	223001	224001	0.049107143
chr15	232001	233001	0.049107143
chr15	247001	248001	0.049107143
chr16	356001	357001	0.049107143
chr17	39001	40001	0.049107143
chr17	183001	184001	0.049107143
chr17	230001	231001	0.049107143
chr17	231001	232001	0.049107143
chr17	233001	234001	0.049107143
chr17	377001	378001	0.049107143
chr17	387001	388001	0.049107143
chr17	395001	396001	0.049107143
chr18	17001	18001	0.049107143
chr18	29001	30001	0.049107143
chr18	35001	36001	0.049107143
chr18	50001	51001	0.049107143
chr18	90001	91001	0.049107143
chr18	91001	92001	0.049107143
chr18	99001	100001	0.049107143
chr18	146001	147001	0.049107143
chr18	198001	199001	0.049107143
chr18	551001	552001	0.049107143
chr18	593001	594001	0.049107143
chr18	688001	689001	0.049107143
chr19	362001	363001	0.049107143
chr19	369001	370001	0.049107143
chr19	404001	405001	0.049107143
chr19	413001	414001	0.049107143
chr19	646001	647001	0.049107143
chr20	8001	9001	0.049107143
chr20	295001	296001	0.049107143
chr20	415001	416001	0.049107143
chr20	416001	417001	0.049107143
chr20	418001	419001	0.049107143
chr20	423001	424001	0.049107143
chr20	428001	429001	0.049107143
chr20	484001	485001	0.049107143
chr20	505001	506001	0.049107143
chr20	943001	944001	0.049107143
chr20	953001	954001	0.049107143
chr20	1352001	1353001	0.049107143
chr20	1804001	1805001	0.049107143
chr20	2123001	2124001	0.049107143
chr20	2495001	2496001	0.049107143
chr20	2528001	2529001	0.049107143
chr20	2568001	2569001	0.049107143
chr20	2635001	2636001	0.049107143
chr20	2759001	2760001	0.049107143
chr20	2917001	2918001	0.049107143
chr21	20001	21001	0.049107143
chr21	155001	156001	0.049107143
chr21	208001	209001	0.049107143
chr21	327001	328001	0.049107143
chr21	378001	379001	0.049107143
chr21	454001	455001	0.049107143
chr22	43001	44001	0.049107143
chr22	44001	45001	0.049107143
chr22	71001	72001	0.049107143
chr22	93001	94001	0.049107143
chr22	287001	288001	0.049107143
chr22	289001	290001	0.049107143
chr22	310001	311001	0.049107143
chr22	456001	457001	0.049107143
chr22	678001	679001	0.049107143
chr22	680001	681001	0.049107143
chr23	134001	135001	0.049107143
chr23	317001	318001	0.049107143
chr23	328001	329001	0.049107143
chr23	549001	550001	0.049107143
chr24	93001	94001	0.049107143
chr24	368001	369001	0.049107143
chr24	418001	419001	0.049107143
chr24	430001	431001	0.049107143
chr24	713001	714001	0.049107143
chr24	762001	763001	0.049107143
chr25	269001	270001	0.049107143
chr25	852001	853001	0.049107143
chr26	676001	677001	0.049107143
chr26	683001	684001	0.049107143
chr27	143001	144001	0.049107143
chr27	188001	189001	0.049107143
chr27	874001	875001	0.049107143
chr27	992001	993001	0.049107143
chr28	157001	158001	0.049107143
chr28	415001	416001	0.049107143
chr28	441001	442001	0.049107143
chr28	444001	445001	0.049107143
chr28	605001	606001	0.049107143
chr28	638001	639001	0.049107143
chr28	774001	775001	0.049107143
chr29	173001	174001	0.049107143
chr29	203001	204001	0.049107143
chr29	345001	346001	0.049107143
chr29	393001	394001	0.049107143
chr29	546001	547001	0.049107143
chr29	588001	589001	0.049107143
chr29	594001	595001	0.049107143
chr29	663001	664001	0.049107143
chr29	781001	782001	0.049107143
chr29	1119001	1120001	0.049107143
chr29	1199001	1200001	0.049107143
chr29	1207001	1208001	0.049107143
chr30	36001	37001	0.049107143
chr30	94001	95001	0.049107143
chr30	95001	96001	0.049107143
chr30	105001	106001	0.049107143
chr30	202001	203001	0.049107143
chr30	338001	339001	0.049107143
chr30	374001	375001	0.049107143
chr30	402001	403001	0.049107143
chr30	407001	408001	0.049107143
chr30	420001	421001	0.049107143
chr30	427001	428001	0.049107143
chr30	447001	448001	0.049107143
chr30	484001	485001	0.049107143
chr30	491001	492001	0.049107143
chr30	492001	493001	0.049107143
chr30	493001	494001	0.049107143
chr30	506001	507001	0.049107143
chr30	524001	525001	0.049107143
chr30	534001	535001	0.049107143
chr30	583001	584001	0.049107143
chr30	649001	650001	0.049107143
chr30	652001	653001	0.049107143
chr30	673001	674001	0.049107143
chr30	700001	701001	0.049107143
chr30	701001	702001	0.049107143
chr30	702001	703001	0.049107143
chr30	709001	710001	0.049107143
chr30	831001	832001	0.049107143
chr30	886001	887001	0.049107143
chr30	908001	909001	0.049107143
chr30	964001	965001	0.049107143
chr30	1013001	1014001	0.049107143
chr30	1056001	1057001	0.049107143
chr30	1077001	1078001	0.049107143
chr30	1085001	1086001	0.049107143
chr30	1097001	1098001	0.049107143
chr30	1192001	1193001	0.049107143
chr30	1212001	1213001	0.049107143
chr30	1220001	1221001	0.049107143
chr30	1274001	1275001	0.049107143
chr30	1307001	1308001	0.049107143
chr30	1317001	1318001	0.049107143
chr30	1371001	1372001	0.049107143
chr30	1377001	1378001	0.049107143
chr30	1385001	1386001	0.049107143
chr30	1394001	1395001	0.049107143
chr30	1432001	1433001	0.049107143
chr31	619001	620001	0.049107143
chr31	622001	623001	0.049107143
chr31	632001	633001	0.049107143
chr31	1181001	1182001	0.049107143
chr31	1200001	1201001	0.049107143
chr31	1207001	1208001	0.049107143
chr31	1221001	1222001	0.049107143
chr31	1229001	1230001	0.049107143
chr31	1236001	1237001	0.049107143
chr32	309001	310001	0.049107143
chr32	394001	395001	0.049107143
chr32	428001	429001	0.049107143
chr32	955001	956001	0.049107143
chr32	1093001	1094001	0.049107143
chr32	1094001	1095001	0.049107143
chr32	1148001	1149001	0.049107143
chr33	62001	63001	0.049107143
chr33	156001	157001	0.049107143
chr33	346001	347001	0.049107143
chr33	455001	456001	0.049107143
chr33	662001	663001	0.049107143
chr33	673001	674001	0.049107143
chr33	926001	927001	0.049107143
chr33	1161001	1162001	0.049107143
chr33	1225001	1226001	0.049107143
chr34	34001	35001	0.049107143
chr34	48001	49001	0.049107143
chr34	182001	183001	0.049107143
chr34	370001	371001	0.049107143
chr34	401001	402001	0.049107143
chr34	1066001	1067001	0.049107143
chr34	1121001	1122001	0.049107143
chr34	1123001	1124001	0.049107143
chr34	1161001	1162001	0.049107143
chr34	1241001	1242001	0.049107143
chr34	1343001	1344001	0.049107143
chr34	1570001	1571001	0.049107143
chr34	1571001	1572001	0.049107143
chr34	1693001	1694001	0.049107143
chr34	1820001	1821001	0.049107143
chr34	1876001	1877001	0.049107143
chr34	1880001	1881001	0.049107143
chr34	1888001	1889001	0.049107143
chr34	1921001	1922001	0.049107143
chr34	1933001	1934001	0.049107143
chr1	74001	75001	0.044642857
chr1	134001	135001	0.044642857
chr1	158001	159001	0.044642857
chr1	178001	179001	0.044642857
chr1	192001	193001	0.044642857
chr1	214001	215001	0.044642857
chr1	235001	236001	0.044642857
chr1	252001	253001	0.044642857
chr1	258001	259001	0.044642857
chr2	60001	61001	0.044642857
chr2	69001	70001	0.044642857
chr2	72001	73001	0.044642857
chr2	105001	106001	0.044642857
chr2	171001	172001	0.044642857
chr2	268001	269001	0.044642857
chr3	47001	48001	0.044642857
chr3	48001	49001	0.044642857
chr3	51001	52001	0.044642857
chr3	52001	53001	0.044642857
chr3	113001	114001	0.044642857
chr3	117001	118001	0.044642857
chr3	122001	123001	0.044642857
chr3	168001	169001	0.044642857
chr3	243001	244001	0.044642857
chr4	42001	43001	0.044642857
chr4	67001	68001	0.044642857
chr4	75001	76001	0.044642857
chr4	186001	187001	0.044642857
chr4	313001	314001	0.044642857
chr4	435001	436001	0.044642857
chr5	1001	2001	0.044642857
chr5	70001	71001	0.044642857
chr5	74001	75001	0.044642857
chr5	77001	78001	0.044642857
chr5	152001	153001	0.044642857
chr5	157001	158001	0.044642857
chr5	186001	187001	0.044642857
chr5	274001	275001	0.044642857
chr5	315001	316001	0.044642857
chr5	347001	348001	0.044642857
chr5	374001	375001	0.044642857
chr6	69001	70001	0.044642857
chr6	122001	123001	0.044642857
chr6	123001	124001	0.044642857
chr6	289001	290001	0.044642857
chr6	290001	291001	0.044642857
chr7	290001	291001	0.044642857
chr7	362001	363001	0.044642857
chr7	397001	398001	0.044642857
chr7	401001	402001	0.044642857
chr8	270001	271001	0.044642857
chr8	428001	429001	0.044642857
chr8	567001	568001	0.044642857
chr8	610001	611001	0.044642857
chr8	619001	620001	0.044642857
chr8	887001	888001	0.044642857
chr8	947001	948001	0.044642857
chr8	1582001	1583001	0.044642857
chr8	1588001	1589001	0.044642857
chr8	1594001	1595001	0.044642857
chr8	1670001	1671001	0.044642857
chr9	176001	177001	0.044642857
chr9	252001	253001	0.044642857
chr10	91001	92001	0.044642857
chr10	136001	137001	0.044642857
chr10	186001	187001	0.044642857
chr10	205001	206001	0.044642857
chr10	329001	330001	0.044642857
chr10	332001	333001	0.044642857
chr10	509001	510001	0.044642857
chr10	511001	512001	0.044642857
chr11	160001	161001	0.044642857
chr11	218001	219001	0.044642857
chr11	413001	414001	0.044642857
chr11	471001	472001	0.044642857
chr11	474001	475001	0.044642857
chr12	51001	52001	0.044642857
chr12	52001	53001	0.044642857
chr12	63001	64001	0.044642857
chr12	160001	161001	0.044642857
chr12	249001	250001	0.044642857
chr12	270001	271001	0.044642857
chr13	304001	305001	0.044642857
chr14	95001	96001	0.044642857
chr14	241001	242001	0.044642857
chr14	352001	353001	0.044642857
chr15	1001	2001	0.044642857
chr15	2001	3001	0.044642857
chr15	109001	110001	0.044642857
chr15	142001	143001	0.044642857
chr15	212001	213001	0.044642857
chr15	222001	223001	0.044642857
chr15	286001	287001	0.044642857
chr15	443001	444001	0.044642857
chr15	448001	449001	0.044642857
chr15	455001	456001	0.044642857
chr16	21001	22001	0.044642857
chr16	334001	335001	0.044642857
chr16	466001	467001	0.044642857
chr16	480001	481001	0.044642857
chr16	511001	512001	0.044642857
chr17	40001	41001	0.044642857
chr17	44001	45001	0.044642857
chr17	55001	56001	0.044642857
chr17	66001	67001	0.044642857
chr17	128001	129001	0.044642857
chr17	175001	176001	0.044642857
chr17	219001	220001	0.044642857
chr17	483001	484001	0.044642857
chr17	548001	549001	0.044642857
chr17	576001	577001	0.044642857
chr17	611001	612001	0.044642857
chr17	648001	649001	0.044642857
chr18	11001	12001	0.044642857
chr18	18001	19001	0.044642857
chr18	22001	23001	0.044642857
chr18	24001	25001	0.044642857
chr18	117001	118001	0.044642857
chr18	123001	124001	0.044642857
chr18	124001	125001	0.044642857
chr18	160001	161001	0.044642857
chr18	169001	170001	0.044642857
chr18	203001	204001	0.044642857
chr18	230001	231001	0.044642857
chr19	144001	145001	0.044642857
chr19	365001	366001	0.044642857
chr19	367001	368001	0.044642857
chr19	373001	374001	0.044642857
chr19	398001	399001	0.044642857
chr19	589001	590001	0.044642857
chr20	257001	258001	0.044642857
chr20	409001	410001	0.044642857
chr20	417001	418001	0.044642857
chr20	439001	440001	0.044642857
chr20	447001	448001	0.044642857
chr20	455001	456001	0.044642857
chr20	468001	469001	0.044642857
chr20	504001	505001	0.044642857
chr20	520001	521001	0.044642857
chr20	538001	539001	0.044642857
chr20	609001	610001	0.044642857
chr20	611001	612001	0.044642857
chr20	612001	613001	0.044642857
chr20	786001	787001	0.044642857
chr20	940001	941001	0.044642857
chr20	979001	980001	0.044642857
chr20	1062001	1063001	0.044642857
chr20	1092001	1093001	0.044642857
